race_id,race_date,race_no,race_type,category,profile,horse_count,status,ideal_weight_json
225107,19.05.2026,9,Handikap 16/DHÖW /H2,HANDIKAP,HANDIKAP16|Kum,15,ok,"{""bounce_score"": 3.253, ""degree_avg"": 34.446, ""degree_stability"": 2.683, ""distance_suit"": 11.792, ""form_trend"": 17.472, ""jockey_score"": 11.639, ""pace_score"": 2.296, ""training_fitness"": 16.419}"
225124,20.05.2026,1,ŞARTLI 4/DHÖW/Dişi,SARTLI,SART4,10,ok,"{""bounce_score"": 4.431, ""degree_avg"": 16.004, ""distance_suit"": 41.265, ""form_trend"": 5.395, ""hp_score"": 14.655, ""training_fitness"": 18.25}"
225121,20.05.2026,2,ŞARTLI 5/Dişi/Y1,SARTLI,SART5,6,ok,"{""bounce_score"": 8.262, ""degree_avg"": 8.489, ""degree_trend"": 10.575, ""distance_suit"": 15.367, ""form_trend"": 18.898, ""hp_score"": 27.373, ""pace_score"": 8.262, ""training_degree_score"": 2.775}"
225125,20.05.2026,3,Handikap 16/DHÖW /H1,HANDIKAP,HANDIKAP16,13,ok,"{""bounce_score"": 3.709, ""degree_avg"": 24.975, ""distance_suit"": 16.474, ""form_trend"": 19.332, ""jockey_score"": 6.929, ""pace_score"": 9.644, ""training_fitness"": 18.937}"
225111,20.05.2026,4,Maiden/Dişi,MAIDEN,MAIDEN,13,ok,"{""degree_avg"": 2.418, ""degree_trend"": 3.407, ""distance_suit"": 7.459, ""form_trend"": 21.636, ""hp_score"": 52.167, ""jockey_score"": 0.848, ""pace_score"": 4.238, ""training_degree_score"": 0.0, ""training_fitness"": 0.542, ""weight_impact"": 7.284}"
225120,20.05.2026,5,SATIŞ 3,SATIS,SATIS,7,ok,"{""degree_avg"": 4.445, ""degree_trend"": 24.058, ""distance_suit"": 3.45, ""form_trend"": 12.873, ""hp_score"": 40.007, ""jockey_score"": 7.166, ""pace_score"": 8.001}"
225122,20.05.2026,6,Handikap 16 /H1,HANDIKAP,HANDIKAP16,10,ok,"{""bounce_score"": 24.886, ""degree_avg"": 3.686, ""degree_trend"": 4.621, ""distance_suit"": 10.197, ""form_trend"": 30.648, ""jockey_score"": 4.107, ""pace_score"": 6.677, ""weight_impact"": 15.178}"
225123,20.05.2026,7,ŞARTLI 4/DHÖ,SARTLI,SART4,5,ok,"{""bounce_score"": 10.302, ""degree_avg"": 29.344, ""distance_suit"": 19.231, ""hp_score"": 24.983, ""jockey_score"": 3.262, ""training_fitness"": 12.019, ""weight_impact"": 0.859}"
225110,20.05.2026,8,Maiden/Dişi,MAIDEN,MAIDEN,11,ok,"{""bounce_score"": 12.222, ""degree_avg"": 8.94, ""distance_suit"": 10.691, ""form_trend"": 20.204, ""hp_score"": 39.718, ""pace_score"": 3.606, ""training_degree_score"": 0.208, ""training_fitness"": 1.659, ""weight_impact"": 2.753}"
225126,21.05.2026,1,Maiden,MAIDEN,MAIDEN,7,ok,"{""degree_avg"": 57.674, ""distance_suit"": 30.063, ""jockey_score"": 12.263}"
225129,21.05.2026,1,Maiden,MAIDEN,MAIDEN,11,ok,"{""degree_avg"": 37.185, ""degree_trend"": 4.338, ""distance_suit"": 5.177, ""form_trend"": 18.828, ""hp_score"": 21.515, ""jockey_score"": 1.087, ""pace_score"": 3.883, ""training_fitness"": 2.977, ""weight_impact"": 5.011}"
225138,21.05.2026,2,ŞARTLI 3/DHÖW,SARTLI,SART3,8,ok,"{""degree_avg"": 5.102, ""degree_stability"": 6.099, ""distance_suit"": 6.594, ""form_trend"": 20.173, ""hp_score"": 49.136, ""pace_score"": 6.274, ""training_fitness"": 6.622}"
225139,21.05.2026,2,ŞARTLI 4/DHÖW,SARTLI,SART4,7,ok,"{""bounce_score"": 10.342, ""degree_avg"": 18.27, ""degree_trend"": 2.187, ""distance_suit"": 5.063, ""form_trend"": 9.229, ""hp_score"": 40.136, ""jockey_score"": 12.528, ""pace_score"": 1.477, ""weight_impact"": 0.768}"
225127,21.05.2026,3,Maiden,MAIDEN,MAIDEN,7,ok,"{""degree_avg"": 45.656, ""jockey_score"": 10.908, ""training_degree_score"": 35.138, ""training_fitness"": 8.298}"
225136,21.05.2026,3,ŞARTLI 3/DHÖ,SARTLI,SART3,5,ok,"{""bounce_score"": 13.01, ""degree_avg"": 16.925, ""degree_stability"": 16.345, ""degree_trend"": 1.869, ""distance_suit"": 12.774, ""form_trend"": 11.875, ""hp_score"": 23.655, ""pace_score"": 3.548}"
225140,21.05.2026,4,Handikap 14/DHÖW /H1,HANDIKAP,HANDIKAP14|Kum,13,ok,"{""degree_avg"": 14.777, ""degree_stability"": 6.556, ""distance_suit"": 12.948, ""hp_score"": 23.721, ""jockey_score"": 5.089, ""training_degree_score"": 13.692, ""training_fitness"": 11.339, ""weight_impact"": 11.878}"
225141,21.05.2026,4,Handikap 14/DHÖW /H2,HANDIKAP,HANDIKAP14|Kum,15,ok,"{""degree_stability"": 49.706, ""distance_suit"": 4.094, ""form_trend"": 16.481, ""hp_score"": 12.02, ""jockey_score"": 6.431, ""pace_score"": 11.268}"
225133,21.05.2026,5,Handikap 15 /H2,HANDIKAP,HANDIKAP15|Cim,12,ok,"{""distance_suit"": 25.083, ""form_trend"": 16.344, ""hp_score"": 26.27, ""jockey_score"": 9.27, ""training_degree_score"": 22.806, ""training_fitness"": 0.226}"
225142,21.05.2026,5,Handikap 15 /H2,HANDIKAP,HANDIKAP15|Kum,13,ok,"{""bounce_score"": 3.679, ""degree_avg"": 15.758, ""distance_suit"": 6.41, ""form_trend"": 14.333, ""hp_score"": 35.576, ""jockey_score"": 14.759, ""pace_score"": 6.39, ""training_degree_score"": 3.094}"
225130,21.05.2026,6,KV-6,KV,KV,5,ok,"{""bounce_score"": 29.696, ""degree_avg"": 6.459, ""degree_stability"": 46.845, ""form_trend"": 8.612, ""training_fitness"": 8.389}"
225131,21.05.2026,6,KV-6,KV,KV,7,ok,"{""bounce_score"": 10.198, ""degree_stability"": 22.873, ""degree_trend"": 13.301, ""distance_suit"": 14.787, ""form_trend"": 11.043, ""hp_score"": 6.862, ""pace_score"": 4.371, ""training_fitness"": 16.565}"
225135,21.05.2026,7,Handikap 17 /H2,HANDIKAP,HANDIKAP,9,ok,"{""degree_stability"": 15.121, ""degree_trend"": 10.286, ""distance_suit"": 7.845, ""form_trend"": 8.546, ""hp_score"": 26.049, ""jockey_score"": 16.306, ""training_degree_score"": 7.107, ""training_fitness"": 8.739}"
225137,21.05.2026,7,Handikap 16/DHÖW /H2,HANDIKAP,HANDIKAP16|Kum,8,ok,"{""degree_trend"": 44.252, ""hp_score"": 23.835, ""pace_score"": 4.46, ""training_degree_score"": 27.453}"
225132,21.05.2026,8,ŞARTLI 4/Dişi/Y2,SARTLI,SART4,9,ok,"{""degree_avg"": 15.271, ""degree_stability"": 4.625, ""distance_suit"": 4.437, ""form_trend"": 14.597, ""hp_score"": 24.84, ""jockey_score"": 15.715, ""pace_score"": 6.25, ""training_degree_score"": 1.639, ""weight_impact"": 12.625}"
225134,21.05.2026,8,ŞARTLI 5/Dişi,SARTLI,SART5,12,ok,"{""degree_avg"": 10.487, ""degree_stability"": 2.824, ""degree_trend"": 5.299, ""form_trend"": 11.178, ""hp_score"": 47.6, ""pace_score"": 11.783, ""training_degree_score"": 8.178, ""weight_impact"": 2.651}"
225128,21.05.2026,9,Maiden,MAIDEN,MAIDEN,11,ok,"{""bounce_score"": 7.905, ""degree_stability"": 33.927, ""degree_trend"": 6.826, ""form_trend"": 9.527, ""hp_score"": 11.686, ""jockey_score"": 0.722, ""training_degree_score"": 26.176, ""training_fitness"": 3.231}"
225143,21.05.2026,9,ŞARTLI 3/DHÖW,SARTLI,SART3,18,ok,"{""bounce_score"": 8.943, ""degree_avg"": 5.619, ""degree_stability"": 7.885, ""degree_trend"": 2.608, ""distance_suit"": 17.643, ""form_trend"": 16.733, ""hp_score"": 18.503, ""jockey_score"": 5.638, ""pace_score"": 2.787, ""training_fitness"": 12.296, ""weight_impact"": 1.344}"
225256,28.05.2026,1,Handikap 14 /H2,HANDIKAP,HANDIKAP14|Kum,7,ok,"{""degree_stability"": 52.91, ""degree_trend"": 7.358, ""weight_impact"": 39.732}"
225264,28.05.2026,1,Handikap 16 /H2,HANDIKAP,HANDIKAP16|Kum,10,ok,"{""bounce_score"": 15.941, ""degree_stability"": 6.012, ""degree_trend"": 22.01, ""form_trend"": 13.14, ""hp_score"": 18.873, ""jockey_score"": 21.89, ""pace_score"": 1.708, ""weight_impact"": 0.427}"
225259,28.05.2026,2,Handikap 15 /H2,HANDIKAP,HANDIKAP15|Kum,9,ok,"{""bounce_score"": 13.053, ""degree_avg"": 6.151, ""degree_trend"": 9.528, ""pace_score"": 4.895, ""training_degree_score"": 22.907, ""training_fitness"": 23.854, ""weight_impact"": 19.612}"
225266,28.05.2026,2,Handikap 15/DHÖW/Dişi /H1,HANDIKAP,HANDIKAP15|Kum,9,ok,"{""bounce_score"": 37.242, ""form_trend"": 4.437, ""hp_score"": 1.319, ""jockey_score"": 1.49, ""pace_score"": 4.788, ""training_degree_score"": 25.718, ""training_fitness"": 25.005}"
225261,28.05.2026,3,ŞARTLI 4,SARTLI,SART4,6,ok,"{""degree_trend"": 6.667, ""distance_suit"": 14.332, ""form_trend"": 9.193, ""hp_score"": 59.375, ""pace_score"": 3.906, ""training_degree_score"": 6.528}"
225265,28.05.2026,3,ŞARTLI 3/DHÖW,SARTLI,SART3,6,ok,"{""degree_stability"": 18.678, ""degree_trend"": 5.097, ""distance_suit"": 15.059, ""form_trend"": 15.783, ""hp_score"": 21.538, ""jockey_score"": 5.354, ""pace_score"": 5.014, ""training_degree_score"": 5.167, ""weight_impact"": 8.31}"
225253,28.05.2026,4,Maiden,MAIDEN,MAIDEN,13,ok,"{""bounce_score"": 7.907, ""degree_avg"": 6.28, ""degree_stability"": 29.566, ""degree_trend"": 8.685, ""distance_suit"": 14.866, ""form_trend"": 9.769, ""hp_score"": 9.752, ""jockey_score"": 3.888, ""pace_score"": 4.942, ""training_fitness"": 4.346}"
225258,28.05.2026,4,ŞARTLI 5/Dişi,SARTLI,SART5,8,ok,"{""bounce_score"": 9.833, ""degree_avg"": 5.994, ""degree_stability"": 26.361, ""distance_suit"": 6.794, ""form_trend"": 10.785, ""hp_score"": 10.021, ""jockey_score"": 14.191, ""pace_score"": 4.246, ""weight_impact"": 11.777}"
225252,28.05.2026,5,Maiden,MAIDEN,MAIDEN,12,ok,"{""degree_avg"": 14.687, ""degree_stability"": 7.872, ""degree_trend"": 3.019, ""distance_suit"": 27.016, ""form_trend"": 19.169, ""hp_score"": 22.235, ""jockey_score"": 0.475, ""pace_score"": 4.134, ""training_fitness"": 1.395}"
225269,28.05.2026,5,Handikap 14/DHÖW /H2,HANDIKAP,HANDIKAP14|Kum,16,ok,"{""bounce_score"": 31.268, ""degree_avg"": 0.669, ""degree_stability"": 17.657, ""degree_trend"": 0.558, ""jockey_score"": 0.251, ""training_degree_score"": 10.424, ""training_fitness"": 18.819, ""weight_impact"": 20.354}"
225262,28.05.2026,6,Handikap 21 /H1,HANDIKAP,HANDIKAP,10,ok,"{""degree_stability"": 15.066, ""distance_suit"": 6.346, ""form_trend"": 14.826, ""hp_score"": 34.501, ""jockey_score"": 19.235, ""pace_score"": 4.666, ""training_degree_score"": 2.129, ""weight_impact"": 3.231}"
225268,28.05.2026,6,ŞARTLI 5/DHÖW,SARTLI,SART5,11,ok,"{""bounce_score"": 12.575, ""degree_trend"": 16.231, ""form_trend"": 28.574, ""jockey_score"": 16.193, ""pace_score"": 17.411, ""training_degree_score"": 9.015}"
225257,28.05.2026,7,ŞARTLI 4,SARTLI,SART4,7,ok,"{""degree_stability"": 18.62, ""degree_trend"": 7.952, ""distance_suit"": 15.728, ""form_trend"": 8.609, ""pace_score"": 3.286, ""training_degree_score"": 1.972, ""training_fitness"": 38.138, ""weight_impact"": 5.696}"
225263,28.05.2026,7,ŞARTLI 19/DHÖW,SARTLI,SARTLI,10,ok,"{""bounce_score"": 10.081, ""degree_avg"": 39.512, ""distance_suit"": 14.526, ""form_trend"": 10.96, ""hp_score"": 9.136, ""jockey_score"": 0.662, ""pace_score"": 0.473, ""training_fitness"": 14.649}"
225251,28.05.2026,8,Maiden,MAIDEN,MAIDEN,12,ok,"{""degree_avg"": 16.835, ""degree_stability"": 7.467, ""degree_trend"": 8.017, ""distance_suit"": 3.01, ""form_trend"": 9.487, ""hp_score"": 51.789, ""pace_score"": 3.378, ""training_degree_score"": 0.016}"
225254,28.05.2026,8,Maiden,MAIDEN,MAIDEN,14,ok,"{""degree_trend"": 14.27, ""form_trend"": 3.265, ""hp_score"": 3.467, ""jockey_score"": 3.476, ""training_degree_score"": 47.391, ""training_fitness"": 28.131}"
225255,28.05.2026,9,ŞARTLI 3/Dişi,SARTLI,SART3,13,ok,"{""degree_trend"": 17.963, ""distance_suit"": 19.824, ""form_trend"": 8.491, ""hp_score"": 27.265, ""jockey_score"": 6.238, ""pace_score"": 3.068, ""training_degree_score"": 17.152}"
225267,28.05.2026,9,SATIŞ 1/DHÖW,SATIS,SATIS,17,ok,"{""bounce_score"": 13.252, ""degree_avg"": 11.925, ""degree_trend"": 10.509, ""distance_suit"": 13.047, ""form_trend"": 12.683, ""hp_score"": 26.278, ""jockey_score"": 0.253, ""pace_score"": 0.308, ""training_fitness"": 9.143, ""weight_impact"": 2.601}"
225270,29.05.2026,1,ŞARTLI 27,SARTLI,SARTLI,8,ok,"{""bounce_score"": 2.202, ""degree_avg"": 41.9, ""distance_suit"": 36.029, ""jockey_score"": 12.949, ""training_fitness"": 6.497, ""weight_impact"": 0.423}"
225278,29.05.2026,1,Handikap 16/Dişi /H1,HANDIKAP,HANDIKAP16,14,ok,"{""bounce_score"": 12.743, ""degree_avg"": 13.122, ""degree_stability"": 5.769, ""degree_trend"": 10.097, ""distance_suit"": 13.114, ""form_trend"": 19.617, ""hp_score"": 11.223, ""jockey_score"": 6.913, ""pace_score"": 4.691, ""weight_impact"": 2.711}"
225273,29.05.2026,2,ŞARTLI 19,SARTLI,SARTLI,6,ok,"{""bounce_score"": 23.159, ""degree_avg"": 26.099, ""degree_stability"": 0.18, ""degree_trend"": 5.303, ""distance_suit"": 23.254, ""form_trend"": 7.449, ""jockey_score"": 2.269, ""training_fitness"": 12.288}"
225282,29.05.2026,2,ŞARTLI 3/DHÖW/Dişi,SARTLI,SART3,7,ok,"{""degree_avg"": 21.648, ""degree_trend"": 5.881, ""distance_suit"": 20.794, ""form_trend"": 9.811, ""hp_score"": 29.4, ""jockey_score"": 12.317, ""weight_impact"": 0.149}"
225272,29.05.2026,3,Handikap 14 /H2,HANDIKAP,HANDIKAP14|Kum,11,ok,"{""bounce_score"": 17.821, ""degree_stability"": 25.762, ""distance_suit"": 14.292, ""form_trend"": 7.164, ""hp_score"": 15.044, ""jockey_score"": 8.575, ""pace_score"": 3.208, ""training_degree_score"": 5.517, ""training_fitness"": 2.616}"
225274,29.05.2026,3,SATIŞ 4,SATIS,SATIS,8,ok,"{""bounce_score"": 5.077, ""degree_stability"": 8.142, ""distance_suit"": 2.31, ""form_trend"": 8.757, ""hp_score"": 20.39, ""jockey_score"": 15.713, ""pace_score"": 9.519, ""training_degree_score"": 7.583, ""training_fitness"": 8.288, ""weight_impact"": 14.221}"
225280,29.05.2026,4,Handikap 17 /H2,HANDIKAP,HANDIKAP,10,ok,"{""degree_avg"": 33.456, ""degree_trend"": 1.373, ""distance_suit"": 12.393, ""form_trend"": 7.198, ""hp_score"": 35.501, ""jockey_score"": 6.479, ""pace_score"": 2.716, ""training_fitness"": 0.884}"
225283,29.05.2026,4,Handikap 15/DHÖW/Dişi /H2,HANDIKAP,HANDIKAP15|Cim,15,ok,"{""bounce_score"": 7.35, ""degree_avg"": 10.859, ""degree_stability"": 0.19, ""distance_suit"": 16.912, ""form_trend"": 16.837, ""hp_score"": 20.94, ""jockey_score"": 8.119, ""pace_score"": 4.41, ""training_fitness"": 14.384}"
225275,29.05.2026,5,G 2,GRUP,GRUP,7,ok,"{""bounce_score"": 28.618, ""degree_stability"": 51.867, ""form_trend"": 1.145, ""hp_score"": 1.526, ""jockey_score"": 2.017, ""training_fitness"": 7.195, ""weight_impact"": 7.632}"
225285,29.05.2026,5,Handikap 15/DHÖ /H2,HANDIKAP,HANDIKAP15|Kum,12,ok,"{""bounce_score"": 25.323, ""degree_avg"": 18.725, ""degree_trend"": 3.646, ""distance_suit"": 9.492, ""hp_score"": 41.436, ""jockey_score"": 1.379}"
225276,29.05.2026,6,ŞARTLI 5/Y2,SARTLI,SART5,8,ok,"{""bounce_score"": 15.108, ""degree_stability"": 12.243, ""distance_suit"": 25.429, ""form_trend"": 17.464, ""jockey_score"": 17.066, ""pace_score"": 12.69}"
225277,29.05.2026,6,KV-6,KV,KV,7,ok,"{""degree_stability"": 20.182, ""distance_suit"": 13.333, ""hp_score"": 39.851, ""jockey_score"": 22.829, ""weight_impact"": 3.805}"
225271,29.05.2026,7,ŞARTLI 27/Dişi,SARTLI,SARTLI,9,ok,"{""training_fitness"": 100.0}"
225281,29.05.2026,7,Kısa Vade Handikap 22/DHÖW /H1,HANDIKAP,HANDIKAP,8,ok,"{""bounce_score"": 24.497, ""degree_stability"": 24.694, ""degree_trend"": 5.906, ""form_trend"": 4.479, ""pace_score"": 0.799, ""training_degree_score"": 10.534, ""training_fitness"": 0.533, ""weight_impact"": 28.56}"
225279,29.05.2026,8,ŞARTLI 19/DHÖW,SARTLI,SARTLI,16,ok,"{""bounce_score"": 21.918, ""degree_avg"": 12.348, ""distance_suit"": 12.139, ""form_trend"": 22.882, ""hp_score"": 27.591, ""jockey_score"": 0.051, ""pace_score"": 3.07}"
225284,29.05.2026,8,ŞARTLI 4/DHÖW/Dişi,SARTLI,SART4,14,ok,"{""bounce_score"": 26.57, ""degree_avg"": 11.528, ""distance_suit"": 13.824, ""form_trend"": 8.954, ""hp_score"": 22.584, ""jockey_score"": 5.958, ""pace_score"": 8.436, ""training_fitness"": 2.145}"
225287,30.05.2026,1,Maiden/DHÖW/Dişi,MAIDEN,MAIDEN,10,ok,"{""agf_score"": 24.642, ""degree_stability"": 31.069, ""distance_suit"": 16.187, ""form_trend"": 5.726, ""hp_score"": 9.669, ""jockey_score"": 1.063, ""pace_score"": 4.711, ""pedigree"": 1.123, ""track_suit"": 4.105, ""weight_impact"": 1.706}"
225298,30.05.2026,1,ŞARTLI 3,SARTLI,SART3,8,ok,"{""bounce_score"": 18.264, ""degree_avg"": 13.25, ""degree_stability"": 0.919, ""distance_suit"": 15.395, ""form_trend"": 10.661, ""hp_score"": 16.101, ""jockey_score"": 3.546, ""pace_score"": 1.596, ""pedigree"": 0.702, ""track_suit"": 14.385, ""training_fitness"": 5.181}"
225290,30.05.2026,2,Maiden,MAIDEN,MAIDEN,7,ok,"{""agf_score"": 25.008, ""bounce_score"": 7.364, ""degree_avg"": 17.605, ""degree_trend"": 3.969, ""distance_suit"": 11.163, ""form_trend"": 5.899, ""jockey_score"": 7.054, ""pace_score"": 2.326, ""pedigree"": 2.806, ""track_suit"": 3.628, ""trainer_score"": 6.357, ""training_degree_score"": 1.705, ""training_fitness"": 5.116}"
225299,30.05.2026,2,SATIŞ 2,SATIS,SATIS,8,ok,"{""bounce_score"": 17.635, ""degree_stability"": 2.678, ""degree_trend"": 8.993, ""distance_suit"": 10.443, ""form_trend"": 10.119, ""hp_score"": 10.677, ""pace_score"": 3.386, ""track_suit"": 12.968, ""trainer_score"": 2.477, ""training_degree_score"": 18.327, ""weight_impact"": 2.297}"
225288,30.05.2026,3,Maiden/DHÖW/Dişi,MAIDEN,MAIDEN,10,ok,"{""degree_avg"": 15.555, ""degree_trend"": 12.125, ""jockey_score"": 28.796, ""pace_score"": 8.267, ""track_suit"": 32.888, ""weight_impact"": 2.37}"
225302,30.05.2026,3,Handikap 14 /H2,HANDIKAP,HANDIKAP14|Kum,13,ok,"{""bounce_score"": 8.811, ""degree_avg"": 37.182, ""degree_stability"": 5.648, ""distance_suit"": 3.599, ""form_trend"": 10.467, ""jockey_score"": 0.264, ""pace_score"": 7.269, ""pedigree"": 0.859, ""training_fitness"": 3.242, ""weight_impact"": 22.657}"
225293,30.05.2026,4,ŞARTLI 4/Y1,SARTLI,SART4,6,ok,"{""bounce_score"": 2.683, ""degree_avg"": 29.756, ""distance_suit"": 14.917, ""form_trend"": 9.08, ""hp_score"": 28.814, ""jockey_score"": 3.935, ""pace_score"": 6.26, ""pedigree"": 2.921, ""track_suit"": 0.316, ""trainer_score"": 1.318}"
225304,30.05.2026,4,Handikap 14/DHÖW /H2,HANDIKAP,HANDIKAP14|Kum,13,ok,"{""bounce_score"": 1.683, ""degree_stability"": 10.46, ""distance_suit"": 13.98, ""form_trend"": 22.099, ""hp_score"": 30.521, ""pace_score"": 7.293, ""track_suit"": 4.331, ""trainer_score"": 9.634}"
225289,30.05.2026,5,Handikap 15 /H2,HANDIKAP,HANDIKAP15|Cim,9,ok,"{""bounce_score"": 27.582, ""degree_stability"": 17.203, ""distance_suit"": 14.952, ""form_trend"": 10.888, ""jockey_score"": 7.258, ""pace_score"": 1.089, ""track_suit"": 17.108, ""trainer_score"": 3.194, ""training_fitness"": 0.726}"
225303,30.05.2026,5,ŞARTLI 3/DHÖW,SARTLI,SART3,9,ok,"{""bounce_score"": 15.897, ""degree_avg"": 6.739, ""degree_stability"": 3.974, ""degree_trend"": 5.398, ""distance_suit"": 15.344, ""form_trend"": 4.154, ""hp_score"": 35.893, ""pedigree"": 4.97, ""track_suit"": 3.138, ""training_fitness"": 4.493}"
225296,30.05.2026,6,KV-6/DHÖW,KV,KV,10,ok,"{""degree_avg"": 34.957, ""distance_suit"": 9.333, ""form_trend"": 17.891, ""jockey_score"": 5.416, ""pace_score"": 7.092, ""track_suit"": 0.276, ""training_degree_score"": 1.459, ""training_fitness"": 20.332, ""weight_impact"": 3.244}"
225305,30.05.2026,6,KV-6/DHT,KV,KV,8,ok,"{""bounce_score"": 7.71, ""degree_avg"": 8.025, ""degree_stability"": 5.323, ""distance_suit"": 6.436, ""form_trend"": 4.974, ""hp_score"": 43.027, ""jockey_score"": 2.864, ""pace_score"": 6.057, ""pedigree"": 0.033, ""track_suit"": 9.431, ""trainer_score"": 2.39, ""training_fitness"": 2.709, ""weight_impact"": 1.021}"
225286,30.05.2026,7,Maiden/DHÖW/Dişi,MAIDEN,MAIDEN,10,ok,"{""agf_score"": 20.796, ""bounce_score"": 5.79, ""degree_avg"": 10.917, ""degree_stability"": 5.6, ""degree_trend"": 3.035, ""distance_suit"": 5.219, ""form_trend"": 8.792, ""hp_score"": 30.645, ""training_fitness"": 8.645, ""weight_impact"": 0.561}"
225291,30.05.2026,7,ŞARTLI 5,SARTLI,SART5,7,ok,"{""bounce_score"": 11.772, ""degree_avg"": 15.454, ""degree_stability"": 13.435, ""distance_suit"": 14.876, ""form_trend"": 8.091, ""hp_score"": 22.11, ""pace_score"": 2.14, ""track_suit"": 10.352, ""training_fitness"": 1.769}"
225300,30.05.2026,8,G 1/DHT,GRUP,GRUP,13,ok,"{""bounce_score"": 1.975, ""degree_trend"": 20.067, ""form_trend"": 5.437, ""hp_score"": 37.31, ""jockey_score"": 7.777, ""trainer_score"": 10.656, ""training_degree_score"": 8.918, ""training_fitness"": 7.861}"
225306,30.05.2026,8,Handikap 16/DHÖ /H2,HANDIKAP,HANDIKAP16|Kum,13,ok,"{""degree_avg"": 23.539, ""degree_trend"": 6.636, ""distance_suit"": 10.352, ""form_trend"": 23.177, ""hp_score"": 4.275, ""jockey_score"": 12.619, ""pace_score"": 10.967, ""track_suit"": 4.426, ""training_fitness"": 1.497, ""weight_impact"": 2.512}"
225301,30.05.2026,9,ŞARTLI 5/DHÖW,SARTLI,SART5,6,ok,"{""bounce_score"": 12.96, ""degree_trend"": 10.057, ""hp_score"": 45.36, ""track_suit"": 6.636, ""trainer_score"": 9.082, ""training_degree_score"": 9.684, ""training_fitness"": 6.221}"
225292,30.05.2026,10,Handikap 15/DHÖW /H1,HANDIKAP,HANDIKAP15|Kum,13,ok,"{""bounce_score"": 6.092, ""degree_avg"": 8.031, ""degree_trend"": 15.978, ""distance_suit"": 7.848, ""form_trend"": 19.739, ""pace_score"": 3.323, ""trainer_score"": 21.345, ""training_degree_score"": 16.537, ""training_fitness"": 1.108}"
225320,31.05.2026,1,ŞARTLI 4,SARTLI,SART4,8,ok,"{""bounce_score"": 22.951, ""degree_trend"": 11.776, ""distance_suit"": 16.483, ""hp_score"": 22.567, ""trainer_score"": 8.638, ""training_degree_score"": 6.86, ""training_fitness"": 10.015, ""weight_impact"": 0.709}"
225317,31.05.2026,2,Maiden,MAIDEN,MAIDEN,17,ok,"{""agf_score"": 21.222, ""bounce_score"": 7.712, ""distance_suit"": 17.615, ""form_trend"": 13.895, ""hp_score"": 31.598, ""pace_score"": 2.203, ""pedigree"": 1.213, ""track_suit"": 1.169, ""training_fitness"": 3.182, ""weight_impact"": 0.189}"
225322,31.05.2026,3,ŞARTLI 3/DHÖW,SARTLI,SART3,6,ok,"{""bounce_score"": 13.554, ""distance_suit"": 27.912, ""form_trend"": 30.412, ""pace_score"": 1.004, ""pedigree"": 2.811, ""track_suit"": 4.016, ""trainer_score"": 4.679, ""training_degree_score"": 15.221, ""weight_impact"": 0.392}"
225323,31.05.2026,4,ŞARTLI 5/DHÖW,SARTLI,SART5,9,ok,"{""bounce_score"": 5.058, ""degree_avg"": 17.422, ""form_trend"": 12.746, ""jockey_score"": 3.012, ""pedigree"": 6.069, ""track_suit"": 23.064, ""trainer_score"": 23.322, ""training_fitness"": 6.744, ""weight_impact"": 2.563}"
225325,31.05.2026,5,ŞARTLI 5/DHÖW/Dişi,SARTLI,SART5,12,ok,"{""degree_avg"": 0.363, ""degree_trend"": 14.276, ""form_trend"": 13.625, ""hp_score"": 28.266, ""pace_score"": 0.428, ""pedigree"": 3.949, ""track_suit"": 9.116, ""trainer_score"": 9.231, ""training_degree_score"": 20.748}"
225318,31.05.2026,6,Maiden,MAIDEN,MAIDEN,16,ok,"{""agf_score"": 35.936, ""distance_suit"": 26.662, ""form_trend"": 9.57, ""hp_score"": 18.858, ""jockey_score"": 0.292, ""pace_score"": 6.452, ""trainer_score"": 0.373, ""training_fitness"": 1.857}"
225324,31.05.2026,7,G 3/DHT,GRUP,GRUP,12,ok,"{""degree_avg"": 17.978, ""degree_stability"": 12.35, ""distance_suit"": 10.336, ""form_trend"": 5.69, ""hp_score"": 13.608, ""pace_score"": 14.731, ""pedigree"": 3.572, ""trainer_score"": 11.834, ""training_degree_score"": 1.099, ""weight_impact"": 8.802}"
225319,31.05.2026,8,KV-8/Dişi,KV,KV,10,ok,"{""degree_avg"": 13.038, ""degree_trend"": 10.896, ""distance_suit"": 26.718, ""form_trend"": 6.846, ""hp_score"": 28.771, ""pace_score"": 0.454, ""track_suit"": 5.237, ""trainer_score"": 8.04}"
225321,31.05.2026,9,ŞARTLI 5,SARTLI,SART5,7,ok,"{""bounce_score"": 2.276, ""degree_avg"": 21.592, ""distance_suit"": 8.057, ""form_trend"": 15.257, ""hp_score"": 13.087, ""jockey_score"": 11.835, ""pace_score"": 6.828, ""track_suit"": 16.721, ""trainer_score"": 4.347}"
225316,31.05.2026,10,Maiden,MAIDEN,MAIDEN,15,ok,"{""degree_avg"": 22.355, ""distance_suit"": 22.436, ""form_trend"": 11.675, ""hp_score"": 16.659, ""pace_score"": 3.023, ""track_suit"": 7.214, ""training_fitness"": 16.639}"
